id,year,funder,program,url,title,author,link,discipline,status
franz_nico_2016,2016,NSF,"Advances in Biological Informatics (ABI)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/franz_nico_2016.html,"Controlling the taxonomic variable: Taxonomic concept resolution for a southeastern United States herbarium portal","Nico Franz",'https://doi.org/10.3897/rio.2.e10610',"",
galarza_jose_2013,2013,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/galarza_jose_2013.html,"Broadly protective (universal) virus-like particle (VLP) based influenza vaccine","Jose M. Galarza",'https://www.niaid.nih.gov/sites/default/files/1r43ai106145-01a1_galarza.pdf',"",funded
gandhi_monica_2017,2017,National Institutes of Health (US),"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/gandhi_monica_2017.html,"Hair Extensions: Using Hair Levels to Interpret Adherence, Effectiveness and Pharmacokinetics with Real-World Oral PrEP, the Vaginal Ring, and Injectables","Monica Gandhi",'["https://www.niaid.nih.gov/sites/default/files/2-R01-AI098472-06_Gandhi_Application.pdf", "https://www.niaid.nih.gov/sites/default/files/2-R01-AI098472-06_Ganhdi_Summary.pdf"]',"",funded
garrett_patricia_2014,2014,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/garrett_patricia_2014.html,"Rapid Test for Recent HIV Infection","Patricia Garrett",'https://www.niaid.nih.gov/sites/default/files/2r44ai098567-03_garrett.pdf',"",funded
gawne_l_2014,2014,Endangered Language Documentation Project,"Individual Postdoctoral Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/gawne_l_2014.html,"Documenting and describing Kagate, an endangered Tibeto-Burman language of Nepal","Lauren Gawne",'https://elar.soas.ac.uk/Record/MPI1068122',"linguistics",funded
gordon_vernita_2017,2017,National Institutes of Health (US),"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/gordon_vernita_2017.html,"Assessing the roles of biofilm structure and mechanics in pathogenic, persistent infections","Vernita Gordon",'["https://www.niaid.nih.gov/sites/default/files/1-R01-AI121500-01A1_Gordon_Application.pdf", "https://www.niaid.nih.gov/sites/default/files/1-R01-AI121500-01A1_Gordon_Summary-Statement.pdf"]',"",funded
graziotin_daniel_2016,2016,Alexander von Humboldt-Foundation,"postdoctoral fellowships",https://expanding-open-grants.github.io/ogrants//ogrants/grants/graziotin_daniel_2016.html,"Software quality information needs","Daniel Graziotin",'https://doi.org/10.3897/rio.2.e8865',"",funded
greene_casey_2017,2017,Chan Zuckerberg Initiative,"Collaborative Computational Tools for the Human Cell Atlas",https://expanding-open-grants.github.io/ogrants//ogrants/grants/greene_casey_2017.html,"Genome-wide hypothesis generation for single-cell expression via latent spaces of deep neural networks","Casey S. Greene",'https://github.com/greenelab/czi-rfa/blob/master/proposal.md',"genomics",TBD
hamlington_peter_2019,2019,NSF,"Division of Ocean Sciences",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hamlington_peter_2019.html,"Collaborative Research: Submesoscale-Resolving Large Eddy Simulations Using Reduced Biogeochemical Models","Peter E. Hamlington, Nicole S. Lovenduski, Kyle E. Niemeyer",'["https://doi.org/10.5281/zenodo.3460972"]',"oceanography",funded
hammond_chad_2016,2016,Canadian Institutes of Health Research (CIHR),"annual competition for postdoctoral fellowships",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hammond_chad_2016.html,"Widening the circle of care: An arts-based, participatory dialogue with stakeholders on cancer care for First Nations, Inuit, and Métis peoples in Ontario, Canada","Chad Hammond",'https://doi.org/10.3897/rio.2.e8615',"",funded
harte_ted_2008,2008,NSF,"Dissertation Improvement Grant (DDIG)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/harte_ted_2008.html,"Evolution under simulated climate change in response to trophic shifts","Ted Harte",'https://doi.org/10.6084/m9.figshare.95607',"",funded
harte_ted_2012,2008,National Center for Ecological Analysis and Synthesis,"Working Group",https://expanding-open-grants.github.io/ogrants//ogrants/grants/harte_ted_2012.html,"Evolution under simulated climate change in response to trophic shifts","Ted Harte and Scott Chamberlain",'https://doi.org/10.6084/m9.figshare.97215',"",unfunded
hartgerink_chris_2015,2015,Dutch Fulbright Center,"Fulbright Scholarships",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hartgerink_chris_2015.html,"Problematic trial detection in ClinicalTrials.gov","Chris HJ Hartgerink",'https://doi.org/10.3897/rio.1.e7462',"",
hartgerink_chris_2016,2016,National Institutes of Health, Department of Health and Human Services (US),"IR-ORI-16-001 by the Office of Research Integrity",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hartgerink_chris_2016.html,"The value of statistical tools to detect data fabrication","Chris HJ Hartgerink",'https://doi.org/10.3897/rio.1.e7462',"",
hatala_kevin_2012a,2012,Wenner-Gren Foundation,"Dissertation Fieldwork Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hatala_kevin_2012a.html,"A novel experimentally-based investigation of Plio-Pleistocene fossil hominin footprints","Kevin G. Hatala",'["https://figshare.com/articles/Wenner-Gren_Foundation_Dissertation_Fieldwork_Grant_A_novel_experimentally-based_investigation_of_Plio-Pleistocene_fossil_hominin_footprints_2012_/7959020"]',"biological anthropology",funded
hatala_kevin_2012b,2012,NSF,"Dissertation Improvement Grant (DDIG)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hatala_kevin_2012b.html,"Doctoral Dissertation Improvement: Fossil footprints and the dynamics of footprint formation: Implications for the evolution of human gait","Kevin G. Hatala",'[" https://figshare.com/articles/NSF_DDIG_Fossil_footprints_and_the_dynamics_of_footprint_formation_Implications_for_the_evolution_of_human_gait_2012_/7958738"]',"biological anthropology",funded
hatala_kevin_2012c,2012,Leakey Foundation,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hatala_kevin_2012c.html,"Fossil hominin footprints and the dynamics of footprint formation","Kevin G. Hatala",'["https://figshare.com/articles/Leakey_Foundation_doctoral_research_grant_Fossil_hominin_footprints_and_the_dynamics_of_footprint_formation_2012_/7958789"]',"biological anthropology",funded
hatala_kevin_2014,2014,NSF,"SBE Office of Multidisciplinary Activities (SMA)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/hatala_kevin_2014.html,"Computer Science meets Anthropology: a novel approach for reconstructing locomotion from fossil human footprints","Kevin G. Hatala",'["https://figshare.com/articles/NSF_SBE_Interdisciplinary_Postdoctoral_Fellowship_Computer_Science_meets_Anthropology_a_novel_approach_for_reconstructing_locomotion_from_fossil_human_footprints_2014_/7958927"]',"biological anthropology",funded
houghton_raymond_2014,2014,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/houghton_raymond_2014.html,"Antigen Detection assay for the Diagnosis of Melioidosis","Raymond Houghton",'https://www.niaid.nih.gov/sites/default/files/2r42ai102482-03_houghton.pdf',"",funded
howison_james_2016,2016,Alfred P. Sloan Foundation,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/howison_james_2016.html,"Improving the visibility of scholarly software work","James Howison",'https://doi.org/10.6084/m9.figshare.4214037',"",funded
jensen_jan_2002,2002,NSF,"MCB",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2002.html,"The Prediction and Interpretation of Protein pKa’s Using QM/MM","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91249.v1',"",funded
jensen_jan_2006a,2006,EU,"Marie Curie",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2006a.html,"Modeling pH-Dependence in Drug Design","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91312.v1',"",funded
jensen_jan_2006b,2006,Danish National Science Foundation,"FNU",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2006b.html,"Computational Prediction and Validation of Protein Structure and Function in Protein Engineering and Rational Drug Design","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91309.v1',"",funded
jensen_jan_2006c,2006,NSF,"MCB",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2006c.html,"Prediction and Interpretation of Protein pKa’s Using QM/MM","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91308.v1',"",funded
jensen_jan_2008,2008,Danish National Science Foundation,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2008.html,"Computational Design of Stable Enzymes","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91310.v1',"",funded
jensen_jan_2010,2010,Danish Center for Supercomputing,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2010.html,"Protein Design Using Quantum Mechanics","Jan Jensen",'https://doi.org/10.6084/m9.figshare.91311.v1',"",funded
jensen_jan_2015,2015,Danish National Science Foundation,"Chemical Physics",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jensen_jan_2015.html,"High Througput pKa Prediction Using Semi Empirical Methods","Jan Jensen",'https://arxiv.org/pdf/1512.00701',"",funded
jiang_mengxi_2015,2015,National Institutes of Health (US),"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/jiang_mengxi_2015.html,"Intersection of polyomavirus infection and host cellular responses","Mengxi Jiang",'["https://www.niaid.nih.gov/sites/default/files/R01_Jiang_Sample_Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R01_Jiang_Sample_Summary_Statement.pdf"]',"",funded
johnson_lisa_2016,2016,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/johnson_lisa_2016.html,"Microbiome and stress: examining host-microbe responses in ascidians following acute low salinity exposure","Lisa K. Johnson",'https://doi.org/10.6084/m9.figshare.6913616.v1',"Life Sciences - Environmental Biology",not funded - honorable mention
joschinski_jens_2016,2016,DFG,"PostDoc proposal",https://expanding-open-grants.github.io/ogrants//ogrants/grants/joschinski_jens_2016.html,"Benefits and costs of aphid phenological bet-hedging strategies","Jens Joschinski",'https://doi.org/10.3897/rio.2.e9580',"",
karplus_martin_2014,2014,National Institutes of Health (US),"R03",https://expanding-open-grants.github.io/ogrants//ogrants/grants/karplus_martin_2014.html,"Modeling atomic structure of the EmrE multidrug pump to design inhibitor peptides","Martin Karplus",'["https://www.niaid.nih.gov/sites/default/files/1r03ai111416-01_karplus_sample_app.pdf"]',"",funded
katsanevakis_stelios_2015,2015,European Union,"Framework Programme Horizon 2020, COST Actions",https://expanding-open-grants.github.io/ogrants//ogrants/grants/katsanevakis_stelios_2015.html,"Advancing marine conservation in European and contiguous seas with the MarCons Action","Stelios Katsanevakis",'https://doi.org/10.3897/rio.3.e11884',"",funded
kissling_daniel_2016,2016,NWO,"Open Programme for Earth and Life Sciences",https://expanding-open-grants.github.io/ogrants//ogrants/grants/kissling_daniel_2016.html,"Has frugivory influenced the macroecology and diversification of a tropical keystone plant family?","W. Daniel Kissling",'https://doi.org/10.3897/rio.3.e14944',"",funded
kissling_daniel_2017,2017,Netherlands eScience Center (NLeSC),"Accelerating Scientific Discovery (ASDI)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/kissling_daniel_2017.html,"eEcoLiDAR, eScience infrastructure for ecological applications of LiDAR point clouds: reconstructing the 3D ecosystem structure for animals at regional to continental scales","W. Daniel Kissling",'https://doi.org/10.3897/rio.3.e14939',"",funded
klein_arno_2013,2013,National Institutes of Health (US),"unsolicited R21",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2013.html,"Concurrence Topology: Finding High-Order Dependence in Neuropsychiatric Data","Arno Klein",'https://doi.org/10.3897/rio.2.e8815',"",unfunded
klein_arno_2016a,2016,National Institutes of Health (US),"PAR-14-331 Global Brain and Nervous System Disorders Research Across the Lifespan (R21)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016a.html,"Visual Parkinson’s Disease Rating Scale: A Universal Iconic Questionnaire for Epidemiological Studies in India","Arno Klein",'https://doi.org/10.3897/rio.2.e8834',"",unfunded
klein_arno_2016b,2016,National Institutes of Health (US),"Big Data to Knowledge (BD2K) Advancing Biomedical Science Using Crowdsourcing and Interactive Digital Media (UH2) (RFA-CA-15-006)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016b.html,"Crowdsourcing voice editing and quality assessment of data collected from the largest mobile phone-based research study of Parkinson disease","Arno Klein",'https://doi.org/10.3897/rio.2.e8848',"",unfunded
klein_arno_2016c,2016,National Institutes of Health (US),"PAR-09-219: Exploratory Innovations in Biomedical Computational Science and Technology (R21)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016c.html,"Brain Graph Interface","Arno Klein",'https://doi.org/10.3897/rio.2.e8815',"",unfunded
klein_arno_2016d,2016,National Institutes of Health (US),"Big Data to Knowledge (BD2K) Advancing Biomedical Science Using Crowdsourcing and Interactive Digital Media (UH2)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016d.html,"A game for crowdsourcing the segmentation of BigBrain data","Arno Klein",'https://doi.org/10.3897/rio.2.e8816',"",unfunded
klein_arno_2016e,2016,National Institutes of Health (US),"R21 (PA-10-069)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016e.html,"Graph-based clinical diagnosis and prediction using multi-modal neuroimaging data","Arno Klein",'https://doi.org/10.3897/rio.2.e8816',"",unfunded
klein_arno_2016f,2016,NSF,"PD 03-7252 (1/15/2007) BCS - PERCEPTION, ACTION & COGNITION",https://expanding-open-grants.github.io/ogrants//ogrants/grants/klein_arno_2016f.html,"Data-Visual Relationships to Subject Performance and Eye Movements","Arno Klein",'https://doi.org/10.3897/rio.2.e8814',"",unfunded
koppenburg_patrick_2017,2017,NWO,"VICI",https://expanding-open-grants.github.io/ogrants//ogrants/grants/koppenburg_patrick_2017.html,"Exotic forms of matter","Patrick Koppenburg",'https://doi.org/10.5281/zenodo.1436580',"physics",unfunded
lapp_2010,2010,NSF,"ABI",https://expanding-open-grants.github.io/ogrants//ogrants/grants/lapp_2010.html,"Towards a comprehensive, community-owned and sustainable repository of reusable phylogenetic knowledge","Hilmar Lapp, William Piel, Michael Donoghue, Mark Westneat, Matt Bietz, Karen Cranston, David Maddison",'http://www.evoio.org/wiki/ABI_2011_proposal',"",unfunded
leese_florian_2016,2016,European Union,"Framework Programme Horizon 2020, COST Actions",https://expanding-open-grants.github.io/ogrants//ogrants/grants/leese_florian_2016.html,"DNAqua-Net: Developing new genetic tools for bioassessment and monitoring of aquatic ecosystems in Europe","Florian Leese",'https://doi.org/10.3897/rio.2.e11321',"",funded
li_chengwen_2015,2015,National Institutes of Health (US),"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/li_chengwen_2015.html,"Enhance AAV Liver Transduction with Capsid Immune Evasion","Chengwen Li",'["https://www.niaid.nih.gov/sites/default/files/R01_Li_Sample_Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R01_Li_Summary_Statement.pdf"]',"",funded
liu_yingru_2016,2016,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/liu_yingru_2016.html,"Experimental Gonococcal Vaccine","Yingru Liu",'["https://www.niaid.nih.gov/sites/default/files/R44-Liu-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R44-Liu-Summary-Statement.pdf"]',"",funded
lochhead_michael_2013,2013,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/lochhead_michael_2013.html,"Point-of-Care HIV Antigen/Antibody Diagnostic Device","Michael J. Lochhead",'https://www.niaid.nih.gov/sites/default/files/2r44ai093289-02a1_lochhead_0.pdf',"",funded
lu_lenette_2016,2016,National Institutes of Health (US),"K08",https://expanding-open-grants.github.io/ogrants//ogrants/grants/lu_lenette_2016.html,"Antibody Mediated Mechanisms of Immune Modulation in Tuberculosis","Lenette Lu",'["https://www.niaid.nih.gov/sites/default/files/K08-Lenette-Lu-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/K08-Lenette-Lu-Summary-Statement.pdf"]',"",funded
lurie_daniel_2013,2013,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/lurie_daniel_2013.html,"GRFP Application","Daniel J. Lurie",'https://doi.org/10.6084/m9.figshare.6885278',"cognitive neuroscience",funded
mccune_joseph_2010,2010,National Institutes of Health (US),"R21",https://expanding-open-grants.github.io/ogrants//ogrants/grants/mccune_joseph_2010.html,"Human immune system layering and the neonatal response to vaccines","Joseph M. McCune",'["https://www.niaid.nih.gov/sites/default/files/mccunefull.pdf", "https://www.niaid.nih.gov/sites/default/files/mccuness.pdf"]',"",funded
mietchen_daniel_2015,2015,European Commission,"Horizon 2020 e-Infrastructures for virtual research environments (VRE)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/mietchen_daniel_2015.html,"Enabling Open Science: Wikidata for Research (Wiki4R)","Daniel Mietchen",'https://doi.org/10.3897/rio.1.e7573',"",unfunded
missa_olivier_2013,2013,European Community (Framework 7),"Marie Curie Intra European Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/missa_olivier_2013.html,"Is there a limit to biotic diversification? Insights from stochastic models of speciation and extinction","Olivier Missa",'https://zenodo.org/record/830239',"macroecology",funded
modrak_martin_2018,2018,Czech Science Foundation,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/modrak_martin_2018.html,"Uncovering Regulatory Interactions in Cells with Bayesian Statistics","Martin Modrák",'https://353a23c500dde3b2ad58-c49fe7e7355d384845270f4a7a0a7aa1.ssl.cf2.rackcdn.com/914a3149-c604-4b5b-8555-1caf3ccce2e0/GA%C4%8CR%20-%20Bayesovsk%C3%A1%20statistika%202018%20-%20C.pdf',"biology",unfunded
moritz_mark_1999,1999,NSF,"Cultural Anthropology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/moritz_mark_1999.html,"Dissertation research: The market and the moral economy of Fulani pastoralists in northern Cameroon","Mark Moritz",'https://mlab.osu.edu/sites/mlab.osu.edu/files/NSF%20DDIG%20proposal%20Mark%20Moritz%201999.PDF',"anthropology",funded
moritz_mark_2008,2008,NSF,"CAREER",https://expanding-open-grants.github.io/ogrants//ogrants/grants/moritz_mark_2008.html,"CAREER: Pastoral Management of Open Access: The Emergence of a Complex Adaptive System","Mark Moritz",'https://mlab.osu.edu/sites/mlab.osu.edu/files/NSF%20CAREER%20description%20-%20Mark%20Moritz.pdf',"anthropology",funded
moritz_mark_2009,2009,NSF,"Ecology and Evolution of Infectious Diseases (EEID)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/moritz_mark_2009.html,"EEID: Livestock Movements and Disease Epidemiology in the Chad Basin: Modeling Risks for Animals and Humans","Rebecca Garabed (PI), Song Liang, Mark Moritz, and Ningshuan Xiao",'https://mlab.osu.edu/sites/mlab.osu.edu/files/EEID%20project%20description%202009.pdf',"interdisciplinary, veterinary medicine, geography, public health, anthropology",funded
moritz_mark_2012,2012,NSF,"Dynamics of Coupled Human and Natural Systems",https://expanding-open-grants.github.io/ogrants//ogrants/grants/moritz_mark_2012.html,"CNH: Exploring social, ecological, and hydrological regime shifts in the Logone Floodplain, Cameroon","Mark Moritz, Michael Durand, Ian Hamilton, Bryan Mark, Ningchuan Xiao",'https://mlab.osu.edu/sites/mlab.osu.edu/files/project%20description%20CNH%20MORSL.pdf',"anthropology, geography, earth sciences, ecology, biology, environmental sciences",funded
moritz_mark_2015,2015,NSF,"Cultural Anthropology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/moritz_mark_2015.html,"RAPID: Studying the Effects of Disturbance in a Complex Socioecological System","Mark Moritz",'https://mlab.osu.edu/sites/mlab.osu.edu/files/RAPID%20proposal%20-%20Mark%20Moritz.pdf',"anthropology",funded
muir_tom_2016,2016,National Institutes of Health (US),"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/muir_tom_2016.html,"Peptide Autoinducers of Staphylococcal Pathogenicity","Tom Muir",'["https://www.niaid.nih.gov/sites/default/files/2-R01-AI042783-16A1_Muir_Application.pdf", "https://www.niaid.nih.gov/sites/default/files/2-R01-AI042783-16A1_Muir_Summary.pdf"]',"",funded
muller_stefan_2016,2013,DFG,"Wis­senschaftliche Mono­gra­phien und mono­graphis­che Se­rien im Open Ac­cess",https://expanding-open-grants.github.io/ogrants//ogrants/grants/muller_stefan_2016.html,"Language Science Press: A Publication Model for Open-Access Books in Linguistics","Stefan Müller and Martin Haspelmath",'https://hpsg.hu-berlin.de/~stefan/Pub/lsp-dfg.html',"",funded
murray-rust_peter_2016,2016,The Wellcome Trust,"The Open Science Prize",https://expanding-open-grants.github.io/ogrants//ogrants/grants/murray-rust_peter_2016.html,"ContentMine/Hypothes.is Proposal","Peter Murray-Rust",'https://doi.org/10.3897/rio.2.e8424',"",unfunded
myler_peter_2010,2010,National Institutes of Health (US),"R21",https://expanding-open-grants.github.io/ogrants//ogrants/grants/myler_peter_2010.html,"Ribosome profiling of Trypanosoma brucei","Peter John Myler",'["https://www.niaid.nih.gov/sites/default/files/mylerparsonsfull.pdf", "https://www.niaid.nih.gov/sites/default/files/mylerparsonsss.pdf"]',"",funded
navascues_miguel_2017,2017,European Union,"Marie Skłodowska-Curie Individual Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/navascues_miguel_2017.html,"TimeAdapt: Tracking Genetic Adaptation of Populations Using Time-Series Genomic Data","Miguel Navascués",'["https://doi.org/10.5281/zenodo.3267084"]',"population genetics",funded
neittaanmäki_petta_2015,2015,Academy of Finland (Suomen Akatemia),"Strategic Funds",https://expanding-open-grants.github.io/ogrants//ogrants/grants/neittaanm%C3%A4ki_petta_2015.html,"Unicorn–Open science for assessing environmental state, human health and regional economy","Pekka Neittaanmäki",'https://doi.org/10.3897/rio.2.e9232',"",unfunded
neylon_cameron_2015,2015,IDRC,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/neylon_cameron_2015.html,"Exploring the opportunities and challenges of implementing open research strategies within development institutions","Cameron Neylon and Leslie Chan",'https://doi.org/10.3897/rio.2.e8880',"",funded
norman_kari_2016a,2016,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/norman_kari_2016a.html,"A latent variable modeling approach to multi-taxa prediction","Kari Norman",'https://doi.org/10.6084/m9.figshare.5198731',"",funded
norman_kari_2016b,2016,DOE,"Computational Science Graduate Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/norman_kari_2016b.html,"A latent variable modeling approach to multi-taxa prediction","Kari Norman",'https://doi.org/10.6084/m9.figshare.5198746',"",funded
