id,year,funder,program,url,title,author,link,discipline,status
page_rod_2011,2011,NERC,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/page_rod_2011.html,"Dark taxa: Preparing for a post-taxonomic future","Rod Page",'https://iphylo.blogspot.co.uk/2011/06/would-you-give-me-grant-experiment-in.html',"",
petrie_howard_2011,2011,National Institutes of Health (US),"R21",https://expanding-open-grants.github.io/ogrants//ogrants/grants/petrie_howard_2011.html,"Lymphoid signals for stromal growth and organization in the thymus.","Howard T. Petrie",'["https://www.niaid.nih.gov/sites/default/files/petriefull.pdf", "https://www.niaid.nih.gov/sites/default/files/petriess.pdf"]',"",funded
petry_william_2014,2014,University of California Natural Reserve System,"Mildred E. Mathias Graduate Student Research Grant Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/petry_william_2014.html,"Mathias Graduate Student Research Grant","William K. Petry",'https://doi.org/10.5281/zenodo.1327375',"ecology",funded
piwowar_heather_2011,2011,Sloan Foundation,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/piwowar_heather_2011.html,"Total-impact","Heather Piwowar and Jason Priem",'https://docs.google.com/file/d/0By0SDlWE5_VYV3hvS2FNSzFSSHUtbHlIWWhxUzFIQQ/',"",funded
piwowar_heather_2013,2013,NSF,"ACI-CYBERINFRASTRUCTURE, EAGER",https://expanding-open-grants.github.io/ogrants//ogrants/grants/piwowar_heather_2013.html,"Investigating the value of automatically-gathered software impact data","Heather Piwowar and Jason Priem",'https://doi.org/10.6084/m9.figshare.809572',"",funded
piwowar_heather_2018,2018,Wellcome Trust,"Open Research Fund",https://expanding-open-grants.github.io/ogrants//ogrants/grants/piwowar_heather_2018.html,"Open, complete, disambiguated database of authorship metadata in biomedicine","Heather Piwowar and Jason Priem",'https://doi.org/10.6084/m9.figshare.6942872',"",tbd
poritz_mark_2012,2016,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/poritz_mark_2012.html,"Rapid, automated, detection of viral and bacterial pathogens causing meningitis","Mark Poritz",'["https://www.niaid.nih.gov/sites/default/files/1r43ai10402901_hemmert.pdf"]',"",funded
priem_jason_2013,2013,Alfred P. Sloan Foundation,"Open Research Fund",https://expanding-open-grants.github.io/ogrants//ogrants/grants/priem_jason_2013.html,"ImpactStory grant proposal","Jason Priem and Heather Piwowar",'https://doi.org/10.6084/m9.figshare.740315',"",funded
pulliam_juliet_2012,2012,National Institutes of Health,"NIGMS",https://expanding-open-grants.github.io/ogrants//ogrants/grants/pulliam_juliet_2012.html,"International Clinics on Infectious Disease Dynamics and Data","Juliet R.C. Pulliam",'https://doi.org/10.6084/m9.figshare.6744221',"infectious disease dynamics",funded
raghavan_rahul_2016,2016,National Institutes of Health (US),"R15",https://expanding-open-grants.github.io/ogrants//ogrants/grants/raghavan_rahul_2016.html,"Elucidating the evolution of Coxiella to uncover critical metabolic pathways","Rahul Raghava",'["https://www.niaid.nih.gov/sites/default/files/R15-Rahul-Raghavan-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R15-Rahul-Raghavan-Summary-Statement.pdf"]',"",funded
rappleye_chad_2013,2013,National Institutes of Health (US),"R03",https://expanding-open-grants.github.io/ogrants//ogrants/grants/rappleye_chad_2013.html,"Forward genetics-based discovery of Histoplasma virulence genes","Chad A. Rappleye",'["https://www.niaid.nih.gov/sites/default/files/1r03ai111015-01_rappleye_full.pdf", "https://www.niaid.nih.gov/sites/default/files/1r03ai111015-01_rappleye_ss.pdf"]',"",funded
rebeiro_peter_2017,2017,National Institutes of Health (US),"K01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/rebeiro_peter_2017.html,"The HIV Care Continuum and Health Policy: Changes through Context and Geography","Peter Rebeiro",'["https://www.niaid.nih.gov/sites/default/files/K01-Rebeiro-Summary-Statement.pdf", "https://www.niaid.nih.gov/sites/default/files/K01-Rebeiro-Application.pdf"]',"",funded
redfield_rosie_2007,2007,CIHR,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/redfield_rosie_2007.html,"Regulation of CRP-S promoters in H. influenzae and E. coli","Rosie Redfield",'http://www.zoology.ubc.ca/~redfield/proposals/Sxy%20proposal.pdf',"",funded
redfield_rosie_2012a,2012,Cystic Fibrosis Canada,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/redfield_rosie_2012a.html,"The Haemophilus DNA Magnet","Rosie Redfield",'http://www.zoology.ubc.ca/%7Eredfield/proposals/CFproposal.pdf',"",unknown
redfield_rosie_2012b,2012,NSERC,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/redfield_rosie_2012b.html,"Bacterial DNA uptake and the evolution of sex","Rosie Redfield",'http://www.zoology.ubc.ca/%7Eredfield/proposals/NSERCproposal.pdf',"",unknown
redfield_rosie_2012c,2012,CIHR,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/redfield_rosie_2012c.html,"Predicting gene transfer in respiratory bacteria","Rosie Redfield",'http://www.zoology.ubc.ca/%7Eredfield/proposals/proposal.pdf',"",unknown
revyakin_andrey_unknown,,,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/revyakin_andrey_unknown.html,"Single molecule dynamics of human transcription regulation","Andrey Revyakin",'http://www2.le.ac.uk/departments/biochemistry/staff/Andrey%20Revyakin/research/papers/6_Case_Of_Support_Main_Text_Only.pdf',"",funded
robinson_amy_2016,2016,The Wellcome Trust,"The Open Science Prize",https://expanding-open-grants.github.io/ogrants//ogrants/grants/robinson_amy_2016.html,"Open Neuroimaging Laboratory","Amy Robinson and Roberto Toro",'https://doi.org/10.3897/rio.3.e12032',"",partially funded
ross-ibarra_jeff_2009,2009,USDA,"NIFA",https://expanding-open-grants.github.io/ogrants//ogrants/grants/ross-ibarra_jeff_2009.html,"Scanning for yield: high-throughput discovery of candidate agronomic loci for marker-assisted selection in maize","Jeff Ross-Ibarra",'https://github.com/RILAB/statements/blob/master/grants/Ross-Ibarra_USDA-NIFA_2009.pdf',"",funded
ross-ibarra_jeff_2015,2015,NSF,"Plant Genome Research",https://expanding-open-grants.github.io/ogrants//ogrants/grants/ross-ibarra_jeff_2015.html,"The genetics of highland adaptation in maize","Jeff Ross-Ibarra",'https://github.com/RILAB/statements/blob/master/grants/Ross-Ibarra_NSF_PlantGenome_2015.pdf',"",funded
saravia_leonardo_2019,2019,Universidad Nacional de General Sarmiento,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/saravia_leonardo_2019.html,"Redes de interacciones ecológicas, la influencia del cambio global y la degradación del hábitat","Leonardo A. Saravia",'["https://353a23c500dde3b2ad58-c49fe7e7355d384845270f4a7a0a7aa1.ssl.cf2.rackcdn.com/a66e5592-f077-437f-9995-0124359bf7c5/Proyecto_UNGS2018.pdf"]',"ecology",funded
schilthuizen_menno_2007,2007,NWO,"Postdoctoral Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schilthuizen_menno_2007.html,"Development and application of Massive Barcode-based Biodiversity Assessment (MBBA); a novel method for rapid estimation of species diversity","Menno Schilthuizen",'https://doi.org/10.6084/m9.figshare.1243753',"",unfunded
schilthuizen_menno_2009,2009,NWO,"PhD Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schilthuizen_menno_2009.html,"PhD Fellowship","Menno Schilthuizen",'https://doi.org/10.6084/m9.figshare.1243755',"",funded
schilthuizen_menno_2010,2010,NWO,"Postdoctoral Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schilthuizen_menno_2010.html,"Determinants of species diversity at 14 spatial scales in tropical microsnails from endangered limestone habitats","Menno Schilthuizen",'https://doi.org/10.6084/m9.figshare.1243755',"",funded
schilthuizen_menno_2011,2011,NWO,"PhD Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schilthuizen_menno_2011.html,"Evo-devo of chirality in insect genitalia","Menno Schilthuizen",'https://doi.org/10.6084/m9.figshare.1243752',"",unfunded
schilthuizen_menno_2014,2014,NWO,"PhD Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schilthuizen_menno_2014.html,"Sexual selection and the evolution of coiling direction in snails (Mollusca: Gastropoda)","Menno Schilthuizen",'https://doi.org/10.6084/m9.figshare.1243751',"",unfunded
schmelling_nicolas_2017,2017,Heinrich Heine University Düsseldorf,"eLearning Support Fund",https://expanding-open-grants.github.io/ogrants//ogrants/grants/schmelling_nicolas_2017.html,"Data Intensive Science","Nicolas Schmelling",'https://doi.org/10.3897/rio.3.e12032',"",unfunded
seekell_d_2010,2010,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/seekell_d_2010.html,"Forecasting regime shifts in ecosystems","David Seekell",'https://doi.org/10.5281/zenodo.1303986',"ecology",funded
seekell_d_2011,2011,NSF,"Nordic Research Opportunity",https://expanding-open-grants.github.io/ogrants//ogrants/grants/seekell_d_2011.html,"Conceptual and Methodological Advancements for Global-Scale Limnological Research","David Seekell",'https://doi.org/10.5281/zenodo.1303998',"ecology",funded
senderov_viktor_2015,2015,European Union,"Horizon 2020 Marie Sklodowska-Curie grant BIG4 PhD Project proposal",https://expanding-open-grants.github.io/ogrants//ogrants/grants/senderov_viktor_2015.html,"The Open Biodiversity Knowledge Management System in Scholarly Publishing","Viktor Senderov",'https://doi.org/10.3897/rio.2.e7757',"",funded
shelton_delia_2010,2010,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/shelton_delia_2010.html,"The Biological Constraints of Learning in Fathead Minnows (Pimphales promelas)","Delia Shelton",'https://docs.google.com/viewer?a=v&pid=sites&srcid=ZGVmYXVsdGRvbWFpbnxzaGVsdG9uZGVsaWF8Z3g6ZjkwZTNhOThhYWVhNjdm',"",funded
shelton_delia_2016,2016,NSF,"Postdoctoral Fellowship in Biology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/shelton_delia_2016.html,"Developing groups and their response to anthropogenic change","Delia Shelton",'https://doi.org/10.6084/m9.figshare.4263344',"",funded
simms_stephanie_2016,2016,The Wellcome Trust,"The Open Science Prize",https://expanding-open-grants.github.io/ogrants//ogrants/grants/simms_stephanie_2016.html,"Roadmap: A Research Data Management Advisory Platform","Stephanie Simms",'https://doi.org/10.3897/rio.2.e8649',"",unfunded
smalls-mantey_adjoa_2011,2011,National Institutes of Health (US),"F31",https://expanding-open-grants.github.io/ogrants//ogrants/grants/smalls-mantey_adjoa_2011.html,"Characterization of Antibody-Dependent Cellular Cytotoxicity in HIV Infection","Adjoa R. Smalls-Mantey",'https://www.niaid.nih.gov//grants-contracts/smalls-mantey-sample-f31-application-summary-statement',"",funded
smith_chase_2016,2016,The Wellcome Trust,"The Open Science Prize",https://expanding-open-grants.github.io/ogrants//ogrants/grants/smith_chase_2016.html,"SCINDR - The SCience INtroDuction Robot that will Connect Open Scientists","Chase Smith",'https://doi.org/10.3897/rio.2.e9995',"",unfunded
smith_james_2016,2016,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/smith_james_2016.html,"Lead Compound Discovery from Engineered Analogs of Occidiofungin","James Smith",'["https://www.niaid.nih.gov/sites/default/files/R41-Smith-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R41-Smith-Summary-Statement.pdf"]',"",funded
smith_vince_2014,2014,European Union,"Framework Programme Horizon 2020, COST Actions",https://expanding-open-grants.github.io/ogrants//ogrants/grants/smith_vince_2014.html,"Unifying European Biodiversity Informatics (BioUnify)","Vince Smith",'https://doi.org/10.3897/rio.2.e7787',"",unfunded
starnbach_michael_2011,2011,National Institutes of Health (US),"R21",https://expanding-open-grants.github.io/ogrants//ogrants/grants/starnbach_michael_2011.html,"Alteration of host protein stability by Legionella","Michael N. Starnbach",'["https://www.niaid.nih.gov/sites/default/files/starnbachfull.pdf", "https://www.niaid.nih.gov/sites/default/files/starnbachss.pdf"]',"",funded
stone_adam_2016,2016,National Institutes of Health (US),"Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/stone_adam_2016.html,"Neural Systems for Infant Sensitivity to Phonological Rhythmic-Temporal Patterning","Adam Stone",'https://doi.org/10.5281/zenodo.1302495',"cognitive neuroscience",funded
su_andrew_2014,2014,NIH,"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/su_andrew_2014.html,"Gene Wiki: Expanding the ecosystem of community intelligence resources","Andrew Su",'https://doi.org/10.6084/m9.figshare.1242817',"",funded
su_andrew_2017,2017,NIH,"R01",https://expanding-open-grants.github.io/ogrants//ogrants/grants/su_andrew_2017.html,"Gene Wiki: A community-maintained knowledge base of biomedical information","Andrew Su",'https://doi.org/10.6084/m9.figshare.6211181.v3',"",funded
supp_sarah_2014,2014,NSF,"Postdoctoral Fellowship in Biology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/supp_sarah_2014.html,"Dynamic macroecology: Globally assessing body size diversity response to environmental change","Sarah Supp",'https://doi.org/10.6084/m9.figshare.1137190',"",funded
susi_toma_2015,2015,Austrian Science Fund (FWF),"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/susi_toma_2015.html,"Heteroatom quantum corrals and nanoplasmonics in graphene (HeQuCoG)","Toma Susi",'https://doi.org/10.3897/rio.1.e7479',"",funded
teal_tracy_2012,2012,LTER,"Training Working Groups Proposal",https://expanding-open-grants.github.io/ogrants//ogrants/grants/teal_tracy_2012.html,"Data Management and Computational Skills Training for LTER Scientists","Tracy Teal, Ethan White, and Greg Wilson",'http://idyll.org/~tracyt/proposals/lter_swc.pdf',"",unfunded
teitelbaum_clair_2016,2016,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/teitelbaum_clair_2016.html,"How do nomadic species and their pathogens respond to changing resource distributions?","Claire S. Teitelbaum",'https://353a23c500dde3b2ad58-c49fe7e7355d384845270f4a7a0a7aa1.ssl.cf2.rackcdn.com/4823cf41-e8f2-40f5-950e-b0223c3f845a/Teitelbaum_research.pdf',"ecology",funded
toth_janos_2012,2012,New Széchenyi Plan (ÚSZT) [Hungarian],"National Excellence Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/toth_janos_2012.html,"Tools of Persuasion in Visual Advertisements at Maltese Sites of Cultural Tourism: A Social Science Analysis","János Tóth",'https://doi.org/10.3897/rio.2.e8726',"",funded
toth_janos_2015,2015,The Hungarian Diaspora Council (Nemzeti Regiszter),"Mikes Kelemen Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/toth_janos_2015.html,"Historical analysis of strategies for assimilation and identity maintenance in dispersed groups of overseas Hungarians and their relevance regarding national policy planning","János Tóth",'https://doi.org/10.3897/rio.2.e8861',"",unfunded
tran_tuan_2016,2016,National Institutes of Health (US),"K08",https://expanding-open-grants.github.io/ogrants//ogrants/grants/tran_tuan_2016.html,"Defining clinical and sterile immunity to Plasmodium falciparum infection using systems biology approaches","Tuan Manh Tran",'["https://www.niaid.nih.gov/sites/default/files/K08-Tuan-Manh-Tran-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/K08-Tuan-Manh-Tran-Summary-Statement.pdf"]',"",funded
treddenick_andrew_2011,2011,NASA,"Predoctoral Graduate Fellowship",https://expanding-open-grants.github.io/ogrants//ogrants/grants/treddenick_andrew_2011.html,"Fuelwood, Savannas, and Climate Change: Integrating Modeling, Field Experimentation, and Optical and Radar Remote Sensing","Andrew Tredennick",'https://doi.org/10.6084/m9.figshare.96798',"",funded
treddenick_andrew_2014,2014,NSF,"Postdoctoral Fellowship in Biology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/treddenick_andrew_2014.html,"Diversity-stability relationships and coexistence: new theory and empirical tests","Andrew Tredennick",'https://doi.org/10.6084/m9.figshare.4981529.v1',"",funded
valatin_gregory_2016,2016,European Union,"Framework Programme Horizon 2020, COST Actions",https://expanding-open-grants.github.io/ogrants//ogrants/grants/valatin_gregory_2016.html,"PESFOR-W: Improving the design and environmental effectiveness of woodlands for water Payments for Ecosystem Services","Gregory Valatin",'https://doi.org/10.3897/rio.3.e13828',"",funded
vanderhoeven_sonia_2017,2017,Belgian Science Policy Office (BELSPO),"Belgian Research Action through Interdisciplinary Networks (BRAIN)",https://expanding-open-grants.github.io/ogrants//ogrants/grants/vanderhoeven_sonia_2017.html,"Tracking Invasive Alien Species (TrIAS): Building a data-driven framework to inform policy","Sonia Vanderhoeven",'https://doi.org/10.3897/rio.3.e13414',"",funded
verbruggen_heroen_2009,,,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2009.html,"Macroevolutionary dynamics of marine algae","Heroen Verbruggen",'http://phycoweb.net/projects/FWO.1.2.386.10.N.01/FWO.1.2.386.10.N.01.pdf',"",funded
verbruggen_heroen_2012a,2012,University of Melbourne,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2012a.html,"Genomic tools to study coral reef resilience","Heroen Verbruggen",'http://phycoweb.net/projects/ECR1248760/ECR1248760.html',"",funded
verbruggen_heroen_2012b,2012,ARC,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2012b.html,"Evolutionary dynamics of the algae: Understanding adaptive potential under environmental change","Heroen Verbruggen",'http://phycoweb.net/projects/FT110100585/FT110100585.pdf',"",unfunded
verbruggen_heroen_2013,2013,Australian Biological Resources Study,"Research Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2013.html,"Molecular systematics of the siphonous green algae","Heroen Verbruggen",'http://phycoweb.net/projects/ABRS_RFL213-08/ABRS_RFL213-08.pdf',"",funded
verbruggen_heroen_2015a,2015,Australian Research Council,"Discovery Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2015a.html,"Genome dynamics following plastid endosymbiosis","Heroen Verbruggen",'http://phycoweb.net/projects/DP150100705/DP150100705.pdf',"",funded
verbruggen_heroen_2015b,2015,University of Melbourne and FAPESP,"FAPESP/UOM SPRINT grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_2015b.html,"Marine genomics: Genome biology and evolution of key primary producers","Heroen Verbruggen",'http://phycoweb.net/projects/UOM-FAPESP_2015/UOM-FAPESP_2015.pdf',"",funded
verbruggen_heroen_unknown,,ARC,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/verbruggen_heroen_unknown.html,"Probing key innovations with next generation sequencing","Heroen Verbruggen",'http://phycoweb.net/projects/FWO.1.5.022.11.N.00/FWO.1.5.022.11.N.00.pdf',"",unfunded
vision_todd_2008,2008,NSF,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/vision_todd_2008.html,"A Digital Repository for Preservation and Sharing of Data Underlying Published Works in Evolutionary Biology","Todd Vision",'http://wiki.datadryad.org/images/9/96/Dryad.proj.descr.07.pdf',"",funded
vision_todd_2012,2012,NSF,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/vision_todd_2012.html,"Sustainable and Scalable Infrastructure for the Publication of Data","Todd Vision",'http://wiki.datadryad.org/images/e/ec/Dryad_abi11_short.pdf',"",funded
wagner_david_2016,2016,National Institutes of Health (US),"R41, R42, R43, R44",https://expanding-open-grants.github.io/ogrants//ogrants/grants/wagner_david_2016.html,"Developing a small peptide to control autoimmune inflammation in type 1 diabetes","David H. Wagner",'["https://www.niaid.nih.gov/sites/default/files/R41-Wagner-Application.pdf", "https://www.niaid.nih.gov/sites/default/files/R41-Wagner-Summary-Statement.pdf"]',"",funded
wagner_stefan_2015,2015,DFG,"",https://expanding-open-grants.github.io/ogrants//ogrants/grants/wagner_stefan_2015.html,"Continuous and Focused Developer Feedback on Software Quality (CoFoDeF)","Stefan Wagner",'https://doi.org/10.3897/rio.2.e10610',"",
weigel_detlef_2013,2013,ERC,"ADG Advanced Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/weigel_detlef_2013.html,"IMMUNENESIS","Detlef Weigel",'http://weigelworld.org/fileadmin/weigelworld/About_Us/IMMUNEMESIS.pdf',"",funded
white_2005,2005,NSF,"Postdoctoral Fellowship in Biology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/white_2005.html,"Broad-scale patterns of the distribution of body sizes of individuals in ecological communities","Ethan P. White",'https://doi.org/10.6084/m9.figshare.93938',"ecology",funded
white_2008,2008,NSF,"Research Starter Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/white_2008.html,"Understanding multimodality in animal size distributions","Ethan P. White",'https://doi.org/10.6084/m9.figshare.93939',"ecology",funded
white_2010,2010,NSF,"CAREER",https://expanding-open-grants.github.io/ogrants//ogrants/grants/white_2010.html,"CAREER: Advancing Macroecology Using Informatics and Entropy Maximization","Ethan P. White",'https://doi.org/10.6084/m9.figshare.93937',"ecology",funded
white_2014,2014,Moore Foundation,"Data Driven Discovery Investigators",https://expanding-open-grants.github.io/ogrants//ogrants/grants/white_2014.html,"Moore Investigator in Data Driven Discovery","Ethan P. White",'https://doi.org/10.6084/m9.figshare.1189330',"data science",funded
wojnarski_marcin_2016,2016,The Wellcome Trust,"The Open Science Prize",https://expanding-open-grants.github.io/ogrants//ogrants/grants/wojnarski_marcin_2016.html,"Paperity Central: An Open Catalog of All Scholarly Literature","Marcin Wojnarski",'https://doi.org/10.3897/rio.2.e8462',"",unfunded
wright_april_2013,2013,NSF,"Doctoral Dissertation Improvement Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/wright_april_2013.html,"Use of morphological data for estimation of phylogenetic trees","April M. Wright",'https://figshare.com/articles/Wright_Funded_DDIG_2013/5234758',"Evolution",funded
wright_april_2016,2016,NSF,"Postdoctoral Fellowship in Biology",https://expanding-open-grants.github.io/ogrants//ogrants/grants/wright_april_2016.html,"Fossilized Birth-Death Dating in Formicidae","April M. Wright",'https://figshare.com/articles/NSF_Postdoc_Project_Desc_/3119680',"Evolution",funded
yoder_jeremy_2008,2008,NSF,"Doctoral Dissertation Improvement Grant",https://expanding-open-grants.github.io/ogrants//ogrants/grants/yoder_jeremy_2008.html,"Coevolution and co-divergence in a classical obligate mutualism between Joshua tree (*Yucca brevifolia*) and its pollinators (*Tegeticula* spp.)","Jeremy B. Yoder",'https://doi.org/10.6084/m9.figshare.5412853.v1',"evolutionary biology",funded
zorowitz_sam_2018,2018,NSF,"Graduate Research Fellowship Program",https://expanding-open-grants.github.io/ogrants//ogrants/grants/zorowitz_sam_2018.html,"NSF Graduate Research Fellowship","Sam Zorowitz",'["https://github.com/szorowi1/szorowi1.github.io/blob/master/assets/documents/grfp/szoro_nsf_grfp_research_proposal_FINAL.pdf", "https://github.com/szorowi1/szorowi1.github.io/blob/master/assets/documents/grfp/szoro_nsf_grfp_personal_statement_FINAL.pdf", "https://github.com/szorowi1/szorowi1.github.io/blob/master/assets/documents/grfp/szoro_nsf_grfp_reviews.pdf"]',"Cognitive Neuroscience",funded
